filename,eye_openness,mouth_openness,shoulder_tilt,hand_face_dist
00000.jpg,0.025678932666778564,0.0010359883308410645,0.02355581521987915,1.2146462630650312
00001.jpg,0.02377191185951233,0.004604756832122803,0.03819519281387329,1.2964881956142693
00002.jpg,0.031234771013259888,0.003660738468170166,0.02735799551010132,1.2264638836488928
00003.jpg,0.029052436351776123,0.006933808326721191,0.03199976682662964,1.339966126857993
00004.jpg,0.028081953525543213,0.007401466369628906,0.010249197483062744,1.374956630983472
00005.jpg,0.02829495072364807,0.0049359798431396484,0.011126995086669922,1.3360601080641223
00006.jpg,0.023540019989013672,0.0025292038917541504,0.04098689556121826,1.2372054989771823
00007.jpg,0.02209952473640442,0.007332324981689453,0.06661778688430786,1.202855179786321
00008.jpg,0.022492319345474243,0.03749430179595947,0.03858703374862671,1.1246075736943681
00009.jpg,0.017514586448669434,0.02159404754638672,0.0017673373222351074,0.16226283929284077
00010.jpg,0.014641404151916504,0.019172072410583496,0.014727652072906494,0.15589124806178065
00011.jpg,0.015826702117919922,0.01705026626586914,0.05540108680725098,0.15787306962359787
00012.jpg,0.01330190896987915,0.018713176250457764,0.0768059492111206,0.16217584062804966
00013.jpg,0.015084505081176758,0.0331534743309021,0.035488903522491455,0.16474326803297384
00014.jpg,0.01975846290588379,0.035038530826568604,0.006678938865661621,1.0064442305319694
00015.jpg,0.021261155605316162,0.027501225471496582,0.056954920291900635,0.6696310638760667
00016.jpg,0.018109753727912903,0.028919368982315063,0.00980919599533081,0.18774848790884713
00017.jpg,0.01820916309952736,0.07563610374927521,0.033268749713897705,0.36146468755866107
00018.jpg,0.026755884289741516,0.07634782791137695,0.025164783000946045,0.8123553439975919
00019.jpg,0.02695360779762268,0.0732719898223877,0.024890661239624023,0.7122578932775756
00020.jpg,0.017504721879959106,0.06772184371948242,0.008162915706634521,0.6079784222738497
00021.jpg,0.016288280487060547,0.05280524492263794,0.015723824501037598,0.2213337008614113
00022.jpg,0.020617783069610596,0.05906170606613159,0.006606996059417725,0.1533541104401271
00023.jpg,0.020898044109344482,0.03810852766036987,0.00813913345336914,0.16498251289343482
00024.jpg,0.01723194122314453,0.029641807079315186,0.0657396912574768,0.16550139318657578
00025.jpg,0.009390652179718018,0.0062163472175598145,0.0055890679359436035,0.39613317650022123
00026.jpg,0.022705912590026855,0.0017548799514770508,0.006775557994842529,0.4579281425854924
00027.jpg,0.023838460445404053,0.002694249153137207,0.007502496242523193,0.7763502401725763
00028.jpg,0.017536908388137817,0.018481552600860596,0.0028757452964782715,0.26415258042899886
00029.jpg,0.021444469690322876,0.01036977767944336,0.01730215549468994,0.5533160591818418
00030.jpg,0.01919710636138916,0.03501856327056885,0.11140406131744385,1.1741783436851914
00031.jpg,0.021686017513275146,0.034044623374938965,0.13111114501953125,0.8417844819333974
00032.jpg,0.02465999126434326,0.08086740970611572,0.227990984916687,1.0571215627041801
00033.jpg,0.02502650022506714,0.08638918399810791,0.1470986008644104,0.9541659078689877
00034.jpg,0.029960334300994873,0.09432476758956909,0.010957300662994385,1.309791822083572
00035.jpg,0.02057519555091858,0.013006538152694702,0.03587758541107178,0.4684635490558668
00036.jpg,0.016531676054000854,0.022453784942626953,0.014693975448608398,0.5173188534174076
00037.jpg,0.01649695634841919,0.0334794819355011,0.004965603351593018,0.6616553476873575
00038.jpg,0.0238783061504364,0.012412607669830322,0.01857614517211914,1.2284922478162474
00039.jpg,0.02257499098777771,0.036314815282821655,0.026823759078979492,1.188210303387667
00040.jpg,0.02743302285671234,0.003227055072784424,0.035843491554260254,0.8464311238968711
00041.jpg,0.02631199359893799,0.017366886138916016,0.04328960180282593,0.7483717205245816
00042.jpg,0.022264748811721802,0.0021147429943084717,0.020802438259124756,0.7405539576529724
00043.jpg,0.02254071831703186,0.0030591189861297607,0.035829246044158936,0.6873357750621992
00044.jpg,0.02220901846885681,0.0022284984588623047,0.009463787078857422,1.209437190211269
00045.jpg,0.026430726051330566,0.011696279048919678,0.012447893619537354,1.1804594659781575
00046.jpg,0.026664018630981445,0.013958156108856201,0.008486688137054443,1.2115599178357306
00047.jpg,0.024121195077896118,0.004069626331329346,0.00510483980178833,1.2548541019105997
00048.jpg,0.0254971981048584,0.006294578313827515,0.028775453567504883,1.2467711311892185
00049.jpg,0.027309060096740723,0.009268224239349365,0.05130821466445923,1.2723583102891505
00050.jpg,0.026679575443267822,0.008098095655441284,0.05398750305175781,1.255345685558248
00051.jpg,0.02686139941215515,0.006630599498748779,0.011840999126434326,1.2039237301234336
00052.jpg,0.024347573518753052,0.010042428970336914,0.01391834020614624,1.1445359470451248
00053.jpg,0.021527409553527832,0.008045971393585205,0.030640721321105957,1.155999617103993
00054.jpg,0.02201107144355774,0.010500192642211914,0.013644814491271973,1.1438707665397494
