filename,eye_openness,mouth_openness,shoulder_tilt,hand_face_dist
00000.jpg,0.024246156215667725,0.010592281818389893,0.09657961130142212,1.3207159944175875
00001.jpg,0.02404657006263733,0.021177172660827637,0.09097433090209961,1.3672895763367112
00002.jpg,0.02267134189605713,0.02904433012008667,0.0485607385635376,1.2912620956759657
00003.jpg,0.027744799852371216,0.057130515575408936,0.05147832632064819,1.2392638257469994
00004.jpg,0.024848103523254395,0.010226249694824219,0.01098322868347168,1.22118707567665
00005.jpg,0.02462133765220642,0.037434935569763184,0.015269100666046143,1.2357864789273714
00006.jpg,0.02204263210296631,0.010862529277801514,0.033081769943237305,1.2186392694752766
00007.jpg,0.015515536069869995,0.0043759942054748535,0.009888410568237305,1.1672847203764463
00008.jpg,0.01820966601371765,0.0048348307609558105,0.013884305953979492,1.0795145025531452
00009.jpg,0.01817503571510315,0.0014559030532836914,0.010868191719055176,1.093341085170124
00010.jpg,0.01687854528427124,0.0012186765670776367,0.005908191204071045,1.0684024165110317
00011.jpg,0.01593625545501709,0.0022243857383728027,0.020930469036102295,1.040168466602595
00012.jpg,0.01967182755470276,0.01123744249343872,0.012175202369689941,1.1063900792192864
00013.jpg,0.023444145917892456,0.011874496936798096,0.011580288410186768,1.1907793929988946
00014.jpg,0.022510766983032227,0.017289042472839355,0.0023642778396606445,1.207948509673479
00015.jpg,0.021443426609039307,0.008582711219787598,0.008215606212615967,1.1643334723624517
00016.jpg,0.014696270227432251,0.004425108432769775,0.0239601731300354,1.1850332929923977
00017.jpg,0.020286142826080322,0.007493436336517334,0.03435260057449341,1.1657358612582513
00018.jpg,0.02079448103904724,0.008689522743225098,0.022228121757507324,1.2010820669043754
00019.jpg,0.011682003736495972,0.005639314651489258,0.008574962615966797,1.1795217005516272
00020.jpg,0.01890471577644348,0.006884574890136719,0.009970009326934814,1.1699338177829182
00021.jpg,0.018424659967422485,0.004442036151885986,0.022534728050231934,1.137381559516856
00022.jpg,0.018312513828277588,0.0014432668685913086,0.011090338230133057,1.080957697857301
00023.jpg,0.017812877893447876,0.0014002323150634766,0.03786873817443848,0.603280380085739
00024.jpg,0.017860710620880127,0.0069277286529541016,0.06632375717163086,0.6928420497849181
00025.jpg,0.019553333520889282,0.007420003414154053,0.026424407958984375,1.088452670984294
00026.jpg,0.01848408579826355,0.0016416311264038086,0.014449656009674072,0.5756443335196167
00027.jpg,0.019936829805374146,0.0034596920013427734,0.03240138292312622,0.64949999875755
00028.jpg,0.022364795207977295,0.010598719120025635,0.010113894939422607,0.6810926468507692
00029.jpg,0.021982580423355103,0.014236390590667725,0.024892091751098633,0.8073504710547782
00030.jpg,0.01808527112007141,0.005655407905578613,0.020667731761932373,0.6325444369441876
00031.jpg,0.016650140285491943,0.01150590181350708,0.020166754722595215,0.5519818999036299
00032.jpg,0.012116461992263794,0.008217930793762207,0.032870352268218994,1.0374072712655016
00033.jpg,0.01009175181388855,0.012417316436767578,0.02718329429626465,1.0306065872002637
00034.jpg,0.013941943645477295,0.0031577348709106445,0.028072834014892578,1.0498553472555738
00035.jpg,0.01934787631034851,0.010219454765319824,0.023414433002471924,1.1263195046964234
00036.jpg,0.025464504957199097,0.0355832576751709,0.023077189922332764,1.1587472103022238
00037.jpg,0.021382182836532593,0.011678934097290039,0.04892855882644653,1.2451435099256647
00038.jpg,0.024368882179260254,0.01448589563369751,0.05709737539291382,1.1866369795207226
00039.jpg,0.02073007822036743,0.0019248127937316895,0.016025841236114502,1.1549832331818772
00040.jpg,0.019571363925933838,0.005644619464874268,0.0025566816329956055,1.1384742889849826
00041.jpg,0.021571576595306396,0.04037654399871826,0.0012102127075195312,1.1793759855501518
00042.jpg,0.016226530075073242,0.027926981449127197,0.028568804264068604,1.2233900117795333
00043.jpg,0.02021065354347229,0.017648816108703613,0.03367561101913452,1.2375551184635205
00044.jpg,0.017093926668167114,0.010755002498626709,0.031920433044433594,1.257404730646269
00045.jpg,0.013023465871810913,0.01110166311264038,0.009375929832458496,1.183708298468953
00046.jpg,0.01552996039390564,0.009201109409332275,0.01657944917678833,1.1416594068437702
00047.jpg,0.018293142318725586,0.012199223041534424,0.0008916854858398438,1.1225364410820915
00048.jpg,0.0232832133769989,0.006837189197540283,0.027911901473999023,1.1905286062153686
00049.jpg,0.027812331914901733,0.009002923965454102,0.025987327098846436,1.3113559704324125
00050.jpg,0.026530981063842773,0.00583338737487793,0.05583333969116211,1.3252090034609325
00051.jpg,0.02686139941215515,0.006630599498748779,0.011840999126434326,1.2039237301234336
00052.jpg,0.024347573518753052,0.010042428970336914,0.01391834020614624,1.1445359470451248
00053.jpg,0.021527409553527832,0.008045971393585205,0.030640721321105957,1.155999617103993
00054.jpg,0.02201107144355774,0.010500192642211914,0.013644814491271973,1.1438707665397494
